Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Dew Point Units,DHI Units,DNI Units,GHI Units,Temperature Units,Pressure Units,Wind Direction Units,Wind Speed Units,Surface Albedo Units,Version
NSRDB,677718,-,-,-,30.25,-97.74,-6,156,-6,c,w/m2,w/m2,w/m2,c,mbar,Degrees,m/s,N/A,3.0.1
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Dew Point,Temperature,Pressure,Wind Direction,Wind Speed,Surface Albedo
2011,1,1,0,30,0,0,0,-5,5,990,1.7000000000000002,2.9000000000000004,0.127
2011,1,1,1,30,0,0,0,-5,4,990,353,3.1,0.127
2011,1,1,2,30,0,0,0,-6,4,990,347.40000000000003,3.2,0.127
2011,1,1,3,30,0,0,0,-6,4,990,345.5,3.3000000000000003,0.127
2011,1,1,4,30,0,0,0,-6,4,990,348.1,3.4000000000000004,0.127
2011,1,1,5,30,0,0,0,-6,3,990,353.20000000000005,3.3000000000000003,0.127
2011,1,1,6,30,0,0,0,-6,3,1000,359.3,3.2,0.127
2011,1,1,7,30,0,0,0,-5,4,1000,6.5,3.5,0.127
2011,1,1,8,30,49,565,155,-5,6,1000,16.3,4,0.127
2011,1,1,9,30,70,765,342,-6,9,1000,23.700000000000003,4,0.127
2011,1,1,10,30,82,859,498,-6,11,1000,18.900000000000002,4,0.127
2011,1,1,11,30,87,905,601,-5,13,1000,7.7,4,0.127
2011,1,1,12,30,86,928,642,-4,14,1000,358.90000000000003,4,0.127
2011,1,1,13,30,83,924,615,-4,15,1000,356,3.9000000000000004,0.127
2011,1,1,14,30,77,893,523,-4,15,1000,356.8,3.8000000000000003,0.127
2011,1,1,15,30,66,822,376,-4,14,1000,359.90000000000003,3.5,0.127
2011,1,1,16,30,48,661,190,-4,11,1000,9.600000000000001,2.5,0.127
2011,1,1,17,30,12,178,17,-1,8,1000,25.1,2,0.127
2011,1,1,18,30,0,0,0,-1,6,1000,33.6,2.5,0.127
2011,1,1,19,30,0,0,0,-2,5,1000,37.4,2.7,0.127
2011,1,1,20,30,0,0,0,-2,4,1000,38.5,2.6,0.127
2011,1,1,21,30,0,0,0,-2,3,1000,38.900000000000006,2.4000000000000004,0.127
2011,1,1,22,30,0,0,0,-3,2,1000,39.6,2.3000000000000003,0.127
2011,1,1,23,30,0,0,0,-4,1,1000,38.400000000000006,2,0.127
2011,1,2,0,30,0,0,0,-4,0,1000,36.4,1.7000000000000002,0.127
2011,1,2,1,30,0,0,0,-5,0,1000,34.2,1.5,0.127
2011,1,2,2,30,0,0,0,-6,0,1000,31.3,1.4000000000000001,0.127
2011,1,2,3,30,0,0,0,-6,0,1000,29.900000000000002,1.4000000000000001,0.127
2011,1,2,4,30,0,0,0,-7,-1,1000,30.5,1.3,0.127
2011,1,2,5,30,0,0,0,-7,-1,1000,32.300000000000004,1.3,0.127
2011,1,2,6,30,0,0,0,-7,-1,1000,37,1.3,0.127
2011,1,2,7,30,0,0,0,-7,-1,1010,41.5,1.9000000000000001,0.127
2011,1,2,8,30,45,632,163,-8,1,1010,46,2.4000000000000004,0.127
2011,1,2,9,30,63,823,354,-8,5,1010,57.7,2.4000000000000004,0.127
2011,1,2,10,30,73,907,512,-10,8,1010,71.10000000000001,2.3000000000000003,0.127
2011,1,2,11,30,78,945,615,-9,10,1000,69.9,1.8,0.127
2011,1,2,12,30,79,956,653,-9,11,1000,67.3,1.3,0.127
2011,1,2,13,30,79,942,623,-8,12,1000,57.900000000000006,0.7000000000000001,0.127
2011,1,2,14,30,75,902,528,-8,13,1000,40.2,0.5,0.127
2011,1,2,15,30,66,819,377,-7,12,1000,46.2,0.5,0.127
2011,1,2,16,30,50,647,191,-3,10,1000,74.9,0.7000000000000001,0.127
2011,1,2,17,30,18,0,18,0,8,1000,89.80000000000001,1,0.127
2011,1,2,18,30,0,0,0,0,7,1000,97.80000000000001,1.3,0.127
2011,1,2,19,30,0,0,0,-2,7,1000,105.2,1.5,0.127
2011,1,2,20,30,0,0,0,-2,6,1000,113.30000000000001,1.6,0.127
2011,1,2,21,30,0,0,0,-2,6,1000,122,1.5,0.127
2011,1,2,22,30,0,0,0,-2,5,1000,130.4,1.4000000000000001,0.127
2011,1,2,23,30,0,0,0,-2,5,1000,138.4,1.3,0.127
2011,1,3,0,30,0,0,0,-1,4,1000,147.1,1.3,0.127
2011,1,3,1,30,0,0,0,-1,4,1000,156.70000000000002,1.3,0.127
2011,1,3,2,30,0,0,0,-1,3,1000,166.9,1.3,0.127
2011,1,3,3,30,0,0,0,0,3,1000,174.9,1.2000000000000002,0.127
2011,1,3,4,30,0,0,0,0,3,1000,179.3,1.2000000000000002,0.127
2011,1,3,5,30,0,0,0,0,2,1000,181.20000000000002,1.1,0.127
2011,1,3,6,30,0,0,0,0,2,1000,180.5,1,0.127
2011,1,3,7,30,0,0,0,0,3,1000,179.4,1.5,0.127
2011,1,3,8,30,64,0,64,0,6,1000,177.4,2,0.127
2011,1,3,9,30,142,46,159,0,9,1000,168.8,2.7,0.127
2011,1,3,10,30,218,137,285,-1,12,1000,168.10000000000002,3.7,0.127
2011,1,3,11,30,266,135,343,-1,14,1000,174.9,4,0.127
2011,1,3,12,30,284,193,401,0,16,1000,181,4.1000000000000005,0.127
2011,1,3,13,30,253,57,286,0,17,1000,185.5,4.2,0.127
2011,1,3,14,30,140,0,140,2,17,1000,187.70000000000002,4.1000000000000005,0.127
2011,1,3,15,30,117,0,117,3,16,1000,188.10000000000002,3.3000000000000003,0.127
2011,1,3,16,30,27,0,27,5,14,990,184.60000000000002,1.9000000000000001,0.127
2011,1,3,17,30,2,0,2,7,12,990,166.4,1.2000000000000002,0.127
2011,1,3,18,30,0,0,0,7,11,1000,155.10000000000002,1.4000000000000001,0.127
2011,1,3,19,30,0,0,0,7,10,1000,153.60000000000002,1.6,0.127
2011,1,3,20,30,0,0,0,8,9,1000,157,1.7000000000000002,0.127
2011,1,3,21,30,0,0,0,8,9,1000,163.70000000000002,1.7000000000000002,0.127
2011,1,3,22,30,0,0,0,8,8,1000,172.70000000000002,1.9000000000000001,0.127
2011,1,3,23,30,0,0,0,8,8,1000,177.3,1.9000000000000001,0.127
2011,1,4,0,30,0,0,0,7,8,1000,178.9,1.8,0.127
2011,1,4,1,30,0,0,0,7,8,1000,180.10000000000002,1.7000000000000002,0.127
2011,1,4,2,30,0,0,0,7,8,990,183.8,1.7000000000000002,0.127
2011,1,4,3,30,0,0,0,7,8,990,192.60000000000002,1.5,0.127
2011,1,4,4,30,0,0,0,7,8,1000,205.5,1.2000000000000002,0.127
2011,1,4,5,30,0,0,0,8,8,1000,219.9,1,0.127
2011,1,4,6,30,0,0,0,8,8,1000,233.60000000000002,0.8,0.127
2011,1,4,7,30,0,0,0,9,10,1000,246.8,0.9,0.127
2011,1,4,8,30,64,380,135,9,11,1000,273.1,1,0.127
2011,1,4,9,30,12,0,12,10,13,1000,302.2,0.9,0.127
2011,1,4,10,30,46,0,46,11,16,1000,306.7,0.8,0.127
2011,1,4,11,30,92,0,92,13,17,1000,234.8,0.8,0.127
2011,1,4,12,30,94,0,94,13,18,990,226.9,0.7000000000000001,0.127
2011,1,4,13,30,103,0,103,13,18,990,253.10000000000002,0.6000000000000001,0.127
2011,1,4,14,30,90,0,90,14,18,990,284.3,0.8,0.127
2011,1,4,15,30,62,0,62,14,17,990,311.90000000000003,0.9,0.127
2011,1,4,16,30,85,351,163,14,16,990,349.6,0.8,0.127
2011,1,4,17,30,14,0,14,14,14,990,14.3,0.7000000000000001,0.127
