Location,  AZ
Desal technology,Reverse Osmosis (RO) - Grid Integrated   
Solar technology,Photovoltaic (PVWatts)

Name,Value,Unit
Storage Capacity,0.0,kWh
Total water production,18250000.00000112,m3
Total fossil fuel usage,32505576.49705446,kWh
Percentage of fossil fuel consumption,47.10847160651314,%
Curtailed solar electric energy,7.486674150532394,GWh
Percentage of curtailed energy,17.021880723730064,%

Hour,Water production (m3),Storage status (kWh),Fossil fuel usage (kWh)
376,2083.3333333333335,0,7203.579636278557
377,2083.3333333333335,0,7298.9062872799
378,2083.333333333333,0,7357.735113596997
379,2083.3333333333335,0,7611.03553368499
380,2083.3333333333335,0,7814.450069647381
381,2083.3333333333335,0,7640.11245765848
382,2083.3333333333335,0,7749.142072494503
383,2083.3333333333335,0,7674.908391283615
384,2083.3333333333335,0,6483.074382329983
385,2083.3333333333335,0,6455.549738180323
386,2083.333333333334,0,4941.50083409451
387,2083.3333333333335,0,2328.2462743254155
388,2083.3333333333335,0,385.8718245018408
389,2083.3333333333335,0.0,0
390,2083.3333333333335,0.0,0
391,2083.3333333333335,0.0,0
392,2083.3333333333335,0.0,0
393,2083.3333333333335,0.0,0
394,2083.3333333333335,0.0,0
395,2083.3333333333335,0.0,0
396,2083.3333333333335,0.0,0
397,2083.3333333333335,0.0,0
398,2083.3333333333335,0.0,0
399,2083.3333333333335,0.0,0
400,2083.3333333333335,0.0,0
401,2083.3333333333335,0,178.90710566220605
402,2083.3333333333335,0.0,0
403,2083.3333333333335,0.0,0
404,2083.3333333333335,0.0,0
405,2083.3333333333335,0,5319.24831303212
406,2083.333333333333,0,4936.37394052683
407,2083.3333333333335,0,3825.762187715452
408,2083.3333333333335,0,1185.1279596111817
409,2083.3333333333335,0,3805.614935144108
410,2083.3333333333335,0,3352.7689514752847
411,2083.333333333334,0,5573.365344445394
412,2083.333333333333,0,4283.404449231835
413,2083.3333333333335,0,3754.697816142214
414,2083.333333333333,0,5735.883495069151
415,2083.333333333334,0,5568.336678011299
416,2083.3333333333335,0,5309.975216526073
417,2083.3333333333335,0,4221.447236834853
418,2083.3333333333335,0,6138.509419006739
419,2083.3333333333335,0,4862.564632679689
420,2083.333333333334,0,5706.657147526634
421,2083.3333333333335,0,7139.882170932653
422,2083.333333333333,0,6897.299312877662
423,2083.3333333333335,0,4576.958432275502
424,2083.3333333333335,0,3878.0776903669043
425,2083.333333333334,0,4214.63238189502
426,2083.333333333334,0,4377.450510612141
427,2083.333333333334,0,4616.895767189224
428,2083.333333333333,0,5824.980811405843
429,2083.333333333334,0,6848.72655255457
430,2083.333333333333,0,5567.2912623641005
431,2083.333333333334,0,5362.67674539843
432,2083.333333333333,0,6509.322545534382
433,2083.3333333333335,0,6923.202265013623
434,2083.3333333333335,0,7101.128169961897
435,2083.3333333333335,0,6468.925877680607
436,2083.333333333333,0,6191.126077087913
437,2083.333333333334,0,4919.910057392559
438,2083.333333333334,0,4807.0126521323
439,2083.333333333334,0,6639.205600287063
440,2083.3333333333335,0,6574.027989695316
441,2083.3333333333335,0,4322.344001014389
442,2083.3333333333335,0,1294.2445056456427
443,2083.3333333333335,0,3195.313080334069
444,2083.3333333333335,0,994.0188483999054
445,2083.3333333333335,0.0,0
446,2083.3333333333335,0,801.6546962983275
447,2083.3333333333335,0,3931.0524945055145
448,2083.3333333333335,0,2278.814654133639
449,2083.3333333333335,0,5357.381769130767
450,2083.3333333333335,0,6202.772416340037
451,2083.333333333333,0,4636.021032535673
452,2083.3333333333335,0,3577.1256176505085
453,2083.3333333333335,0,6540.160136723871
454,2083.3333333333335,0,2945.583889495314
455,2083.3333333333335,0,3539.5543568696694
456,2083.3333333333335,0.0,0
457,2083.333333333333,0,5526.671431414443
458,2083.3333333333335,0.0,0
459,2083.3333333333335,0.0,0
460,2083.3333333333335,0.0,0
461,2083.3333333333335,0.0,0
462,2083.3333333333335,0.0,0
463,2083.3333333333335,0.0,0
464,2083.3333333333335,0,3200.2840302188806
465,2083.3333333333335,0.0,0
466,2083.3333333333335,0.0,0
467,2083.3333333333335,0.0,0
468,2083.3333333333335,0.0,0
469,2083.3333333333335,0.0,0
470,2083.3333333333335,0.0,0
471,2083.3333333333335,0.0,0
472,2083.3333333333335,0.0,0
473,2083.3333333333335,0.0,0
474,2083.3333333333335,0.0,0
475,2083.3333333333335,0.0,0
476,2083.3333333333335,0.0,0
477,2083.3333333333335,0.0,0
478,2083.3333333333335,0.0,0
479,2083.3333333333335,0.0,0
480,2083.3333333333335,0.0,0
481,2083.3333333333335,0.0,0
482,2083.3333333333335,0.0,0
483,2083.3333333333335,0.0,0
484,2083.3333333333335,0.0,0
485,2083.3333333333335,0,2080.3617512915916
486,2083.3333333333335,0.0,0
487,2083.3333333333335,0.0,0
488,2083.3333333333335,0,2334.8495619610103
489,2083.333333333334,0,4189.348823853985
490,2083.3333333333335,0,4106.894171056321
491,2083.333333333333,0,4805.826607601135
492,2083.3333333333335,0,7089.693449829741
493,2083.3333333333335,0,7594.358633628209
494,2083.3333333333335,0,7705.7562333601345
495,2083.3333333333335,0,7091.769469669022
496,2083.3333333333335,0,7778.050845371452
497,2083.3333333333335,0,7837.372402426565
498,2083.333333333334,0,7140.691725246899
499,2083.3333333333335,0,7858.8819740232275
500,2083.3333333333335,0,7876.889489254026
501,2083.3333333333335,0,7876.889489254026
502,2083.3333333333335,0,7876.889489254026
503,2083.3333333333335,0,7876.222138258359
504,2083.3333333333335,0,7864.880494313438
505,2083.3333333333335,0,7832.250768897331
506,2083.3333333333335,0,7181.948339380715
507,2083.3333333333335,0,6563.316376138142
508,2083.3333333333335,0,122.77931991201422
509,2083.3333333333335,0.0,0
510,2083.3333333333335,0,116.28239230153395
511,2083.3333333333335,0,7843.8117925331
512,2083.3333333333335,0,7025.08885227164
513,2083.3333333333335,0,4836.962436918718
514,2083.3333333333335,0,3933.347905238097
515,2083.3333333333335,0.0,0
516,2083.3333333333335,0.0,0
517,2083.3333333333335,0.0,0
518,2083.3333333333335,0.0,0
519,2083.3333333333335,0.0,0
520,2083.3333333333335,0.0,0
521,2083.3333333333335,0.0,0
522,2083.3333333333335,0.0,0
523,2083.3333333333335,0.0,0
524,2083.3333333333335,0.0,0
525,2083.3333333333335,0.0,0
526,2083.3333333333335,0.0,0
527,2083.3333333333335,0.0,0
528,2083.3333333333335,0.0,0
529,2083.3333333333335,0.0,0
530,2083.3333333333335,0.0,0
531,2083.3333333333335,0.0,0
532,2083.3333333333335,0,2791.83892745483
533,2083.3333333333335,0,2536.0261851851574
534,2083.333333333333,0,5206.429375594675
535,2083.333333333333,0,4114.606333065976
536,2083.3333333333335,0,3854.767809755599
537,2083.3333333333335,0,2103.029337124063
538,2083.3333333333335,0,98.18724964015837
539,2083.3333333333335,0,822.910033111827
540,2083.3333333333335,0,688.6990252629757
541,2083.3333333333335,0,2767.5200755988562
542,2083.3333333333335,0,2851.2182942208265
543,2083.3333333333335,0,2903.589897936239
544,2083.3333333333335,0,2286.4593452332256
545,2083.3333333333335,0,366.21149872386286
546,2083.3333333333335,0.0,0
547,2083.3333333333335,0.0,0
548,2083.3333333333335,0.0,0
549,2083.3333333333335,0,754.4402313075361
550,2083.3333333333335,0.0,0
551,2083.3333333333335,0,2097.098695670915
552,2083.3333333333335,0,4163.45584837046
553,2083.3333333333335,0,6193.884660395741
554,2083.3333333333335,0,6193.927040016049
555,2083.3333333333335,0,6703.306660684294
556,2083.3333333333335,0,6313.099868613293
557,2083.333333333333,0,5388.939242810622
558,2083.3333333333335,0,3388.933932335851
559,2083.3333333333335,0,3664.179881381423
560,2083.3333333333335,0,5999.374303332377
561,2083.3333333333335,0,4262.23242041343
562,2083.3333333333335,0,2683.132265765479
563,2083.3333333333335,0,2901.4457485665207
564,2083.3333333333335,0,2371.650953306912
565,2083.3333333333335,0,2941.2726710802635
566,2083.3333333333335,0,1682.1755670781986
567,2083.3333333333335,0,220.75468212626947
568,2083.3333333333335,0.0,0
569,2083.3333333333335,0.0,0
570,2083.3333333333335,0.0,0
571,2083.3333333333335,0.0,0
572,2083.3333333333335,0.0,0
573,2083.3333333333335,0.0,0
574,2083.3333333333335,0.0,0
575,2083.3333333333335,0.0,0
576,2083.3333333333335,0.0,0
577,2083.3333333333335,0.0,0
578,2083.3333333333335,0.0,0
579,2083.3333333333335,0.0,0
580,2083.3333333333335,0.0,0
581,2083.3333333333335,0.0,0
582,2083.3333333333335,0.0,0
583,2083.3333333333335,0.0,0
584,2083.3333333333335,0.0,0
585,2083.3333333333335,0,1807.5186512093187
586,2083.3333333333335,0,5968.859161599782
587,2083.3333333333335,0,6806.844373007595
588,2083.3333333333335,0,6635.815787210519
589,2083.3333333333335,0,7509.0362098605
590,2083.3333333333335,0,7704.861657512978
591,2083.3333333333335,0,7811.859111186779
592,2083.3333333333335,0,7876.827524435087
593,2083.3333333333335,0,7863.049908442004
594,2083.3333333333335,0,7849.341274855265
595,2083.3333333333335,0,7862.474898575018
596,2083.3333333333335,0,7876.889489254026
597,2083.3333333333335,0,7843.368608229225
598,2083.3333333333335,0,7858.451828070477
599,2083.3333333333335,0,7876.889489254026
600,2083.3333333333335,0,7876.889489254026
601,2083.3333333333335,0,7876.889489254026
602,2083.3333333333335,0,7876.889489254026
603,2083.3333333333335,0,7876.889489254026
604,2083.3333333333335,0,7876.889489254026
605,2083.3333333333335,0,7831.855902483113
606,2083.3333333333335,0,7459.907216457502
607,2083.3333333333335,0,7230.940153142055
608,2083.3333333333335,0,6449.8804819958195
609,2083.3333333333335,0,5409.599565938654
610,2083.333333333334,0,5018.04763068612
611,2083.3333333333335,0,3980.491256849863
612,2083.3333333333335,0,3549.134202698845
613,2083.3333333333335,0,4942.417164584678
614,2083.3333333333335,0,6274.598727615125
615,2083.3333333333335,0,5607.435582354364
616,2083.3333333333335,0,4175.255586638538
617,2083.3333333333335,0,3204.64267347627
618,2083.3333333333335,0,1432.5330535434423
619,2083.3333333333335,0.0,0
620,2083.3333333333335,0.0,0
621,2083.3333333333335,0.0,0
622,2083.3333333333335,0.0,0
623,2083.3333333333335,0,2190.198029669222
624,2083.3333333333335,0,1914.93168068443
625,2083.3333333333335,0,4111.023567192947
626,2083.333333333333,0,5516.918939220419
627,2083.333333333333,0,6318.846452394639
628,2083.3333333333335,0,6589.99117312544
629,2083.3333333333335,0,7030.904651422839
630,2083.333333333334,0,6192.336288577153
631,2083.3333333333335,0,5497.549489606209
632,2083.333333333333,0,5157.362459253531
633,2083.3333333333335,0,5422.971554399161
634,2083.3333333333335,0,1735.2846788608613
635,2083.3333333333335,0,2039.5165070779194
636,2083.3333333333335,0,2214.958825291511
637,2083.3333333333335,0,2711.4162075704216
638,2083.3333333333335,0,3168.540620839094
639,2083.3333333333335,0,3566.3354942270853
640,2083.333333333334,0,4203.586824799346
641,2083.3333333333335,0,4844.962699306223
642,2083.333333333334,0,5325.007247927302
643,2083.333333333333,0,5390.240729622616
644,2083.333333333334,0,5772.034299730332
645,2083.333333333334,0,5153.976302085519
646,2083.3333333333335,0,4041.4492938757403
647,2083.333333333334,0,4961.838105300916
648,2083.3333333333335,0,7657.548768647244
649,2083.3333333333335,0,7368.823532293336
650,2083.3333333333335,0,7833.209434549293
651,2083.3333333333335,0,7876.889489254026
652,2083.3333333333335,0,7876.889489254026
653,2083.3333333333335,0,7876.889489254026
654,2083.3333333333335,0,7862.6380295044355
655,2083.3333333333335,0,7826.787513563191
656,2083.3333333333335,0,7318.626301116502
657,2083.333333333334,0,5895.507738438473
658,2083.333333333333,0,4342.8122890325485
659,2083.3333333333335,0,2796.9046455520966
660,2083.3333333333335,0,1870.4009397558193
661,2083.3333333333335,0,282.5964191135363
662,2083.3333333333335,0,1673.472712702358
663,2083.3333333333335,0,237.13712714502708
664,2083.3333333333335,0,834.2511675956785
665,2083.3333333333335,0,2508.864939525927
