Location
Wind class
Hub height,80
Cutin speed,3
Cutout speed,23

Hour,Adjust power based on air density (kW),P/Pr based on air density (%)
601,0.0,0.0
602,0.0,0.0
603,0.0,0.0
604,0.0,0.0
605,45.03358677091264,0.38
606,416.9822727965237,3.47
607,645.9493361119701,5.38
608,1419.386582271982,11.83
609,2420.149072271999,20.17
610,2786.9311781332617,23.22
611,3536.36314679591,29.47
612,3622.1277383115425,30.18
613,2300.4045292171945,19.17
614,1095.5679064921912,9.13
615,1954.9716626178265,16.29
616,3661.703849432898,30.51
617,4672.246815777756,38.94
618,6444.356435710583,53.7
619,8394.345561785098,69.95
620,8567.622056757069,71.4
621,11253.67680976117,93.78
622,9996.373156617965,83.3
623,5686.691459584804,47.39
624,5961.957808569596,49.68
625,3765.865922061079,31.38
626,2359.9705500336063,19.67
627,1558.0430368593866,12.98
628,1286.8983161285857,10.72
629,845.9848378311865,7.05
630,1684.553200676873,14.04
631,2379.3399996478165,19.83
632,1984.0583023911947,16.53
633,2315.73498668291,19.3
634,5935.923141686723,49.47
635,5192.898306820895,43.27
636,4927.534493937015,41.06
637,4631.45298676699,38.6
638,4321.936192805172,36.02
639,4088.530591748716,34.07
640,3637.9509095616327,30.32
641,3031.9267899478027,25.27
642,2551.882241326724,21.27
643,2486.6487596314096,20.72
644,2104.8551895236938,17.54
645,2722.913187168507,22.69
646,3835.4401953782854,31.96
647,2915.05138395311,24.29
648,219.34072060678164,1.83
649,508.0659569606893,4.23
650,43.680054704732115,0.36
651,0.0,0.0
652,0.0,0.0
653,0.0,0.0
654,14.251459749590571,0.12
655,50.10197569083415,0.42
656,276.12020119761917,2.3
657,1423.3698152255486,11.86
658,3256.535961320113,27.14
659,4685.2340525258405,39.04
660,5605.1421157434215,46.71
661,6760.711147805097,56.34
662,5718.606446906487,47.66
663,6673.525458826178,55.61
664,6844.536437740292,57.04
665,5368.0245497280985,44.73
666,4946.714600541429,41.22
667,5190.117457388249,43.25
668,5973.3891603258935,49.78
669,5616.831045372153,46.81
670,4416.710600408551,36.81
671,2581.2099553382873,21.51
672,1484.3778377621836,12.37
673,738.5129098385702,6.15
674,214.1173409163109,1.78
675,31.180447387143346,0.26
676,0.0,0.0
677,0.0,0.0
678,0.0,0.0
679,0.0,0.0
680,0.0,0.0
681,0.0,0.0
682,0.0,0.0
683,0.0,0.0
684,0.0,0.0
685,47.1793525758016,0.39
686,163.589824289664,1.36
687,209.92094740001576,1.75
688,920.6252615561406,7.67
689,2337.0241676112933,19.48
690,3672.1953414195427,30.6
691,5996.669076694913,49.97
692,8756.252997598493,72.97
693,11097.765873595732,92.48
694,10131.342646129382,84.43
695,8093.234385009135,67.44
696,6067.575102435174,50.56
697,4947.488068457851,41.23
698,4795.054133268831,39.96
699,5378.711863487123,44.82
700,5204.028967724566,43.37
701,4378.860606771337,36.49
702,3496.3982062260443,29.14
703,5936.764008967562,49.47
704,6964.319084143997,58.04
705,5563.195971776735,46.36
706,6344.6825753320645,52.87
707,7150.707634371721,59.59
708,5905.303550364088,49.21
709,4132.473763656971,34.44
710,4387.570370147576,36.56
711,2764.9215203756175,23.04
712,3393.4572016582,28.28
713,8627.158682972315,71.89
714,10956.244132970764,91.3
715,3260.594580992515,27.17
716,11273.021305768028,93.94
717,11144.496565769648,92.87
718,3932.376819335733,32.77
719,6378.73582009737,53.16
720,10165.062401430172,84.71
721,6891.644002883818,57.43
722,2199.918666891836,18.33
723,9607.308199259416,80.06
724,2718.3129635292416,22.65
725,11288.312571139511,94.07
726,11318.529798831056,94.32
727,6696.019956617267,55.8
728,9174.572128545791,76.45
729,10364.242817439344,86.37
730,11483.310609421944,95.69
731,11570.38197400778,96.42
732,11670.011192750064,97.25
733,11754.188968069613,97.95
734,11776.69828234504,98.14
735,11817.800349989488,98.48
736,11855.082488942706,98.79
737,11907.61332032446,99.23
738,11971.667883857453,99.76
739,11982.888242494504,99.86
740,12045.625540215797,100.38
741,11996.731451659483,99.97
742,11977.703100388535,99.81
743,12137.886093526726,101.15
744,12164.017364547053,101.37
745,12191.338183490814,101.59
746,12220.331853422382,101.84
747,12232.278693934939,101.94
748,12233.57215684008,101.95
749,12236.720865847125,101.97
750,12248.463119150181,102.07
751,11699.36095539402,97.49
752,11485.95484193522,95.72
753,9970.967445213191,83.09
754,11498.633825422034,95.82
755,10967.571444624302,91.4
756,10154.09709424128,84.62
757,9982.3107215074,83.19
758,10483.29664352783,87.36
759,11889.558226690626,99.08
760,12374.429028314038,103.12
761,12389.761133991571,103.25
762,12403.224571007442,103.36
763,12417.165103936992,103.48
764,12444.627994407057,103.71
765,10170.251678593087,84.75
766,11760.166734785953,98.0
767,12512.136352119032,104.27
768,12509.659195378154,104.25
769,12142.020116899079,101.18
770,12534.701828596371,104.46
771,12083.566001730189,100.7
772,10911.460653576154,90.93
773,7533.300357580746,62.78
774,5055.778342568912,42.13
775,1441.096009286993,12.01
776,7893.507755015449,65.78
777,5896.360913639722,49.14
778,2908.0729577430607,24.23
779,5076.843862521632,42.31
780,4870.86510968573,40.59
781,3141.4843198906046,26.18
782,1994.5342722556868,16.62
783,2975.4933854770284,24.8
784,3767.6130970892295,31.4
785,4388.0904003744345,36.57
786,4816.5930476371195,40.14
787,4355.6328939906325,36.3
788,3033.7145548733997,25.28
789,1333.308008918228,11.11
790,179.67004133853987,1.5
791,14.106848957082834,0.12
792,12.081258307230128,0.1
793,32.87756380314054,0.27
794,65.07180508783345,0.54
795,31.5242716074667,0.26
796,0.0,0.0
797,0.0,0.0
798,24.80710263055102,0.21
799,46.912750121770564,0.39
800,551.8291028380089,4.6
801,893.2787254338269,7.44
802,1128.5581320270503,9.4
803,1455.8692957691626,12.13
804,2718.659124381194,22.66
805,1558.697303482798,12.99
806,1656.2237496567127,13.8
807,868.017320083156,7.23
808,347.76897186331246,2.9
809,64.92965756367565,0.54
810,35.68235690482267,0.3
811,43.55348478887511,0.36
812,14.515003706328466,0.12
813,0.0,0.0
814,19.81363185325426,0.17
815,0.0,0.0
816,0.0,0.0
817,0.0,0.0
818,486.4969804682141,4.05
819,1547.423324144175,12.9
820,4859.272308236804,40.49
821,10072.158014872348,83.93
822,6850.856194196283,57.09
823,11593.97567113179,96.62
824,10574.336211707665,88.12
825,6844.160830493493,57.03
826,6498.509547649289,54.15
827,8029.370321564163,66.91
828,9841.404552375074,82.01
829,11944.36104189656,99.54
830,11969.4619859269,99.75
831,12238.034230873429,101.98
832,12347.137719061126,102.89
833,12399.795162953651,103.33
834,12402.039670598808,103.35
835,11962.94351877482,99.69
836,11751.158383355869,97.93
837,9771.307949416101,81.43
838,7986.23486456871,66.55
839,11017.882207814908,91.82
840,8601.981926041035,71.68
841,7149.467201598195,59.58
842,6656.120402572357,55.47
843,4708.057502802069,39.23
844,1651.7546843713892,13.76
845,952.3501468129227,7.94
846,891.587688394796,7.43
847,199.15859201637883,1.66
848,46.018855667191,0.38
849,0.0,0.0
850,0.0,0.0
851,0.0,0.0
852,0.0,0.0
853,0.0,0.0
854,0.0,0.0
855,0.0,0.0
856,0.0,0.0
857,0.0,0.0
858,0.0,0.0
859,0.0,0.0
860,9.292911052521896,0.08
861,364.8080779544922,3.04
862,3758.2640612073296,31.32
863,3724.4208055452,31.04
864,4478.471338488647,37.32
865,3934.569171546817,32.79
866,3164.913409463159,26.37
867,906.1251020599973,7.55
868,312.3229612608356,2.6
869,7.296311996798584,0.06
870,0.0,0.0
871,964.2916805792116,8.04
872,6670.649376758483,55.59
873,11832.37770835557,98.6
874,11984.352053808845,99.87
875,12020.920731643637,100.17
876,10099.391331558087,84.16
877,8214.972054736088,68.46
878,9761.384939046911,81.34
879,12096.30069758852,100.8
880,12312.850549255245,102.61
881,12332.01954715871,102.77
882,12359.259496101537,102.99
883,12186.936548259384,101.56
884,12214.227667421137,101.79
885,12342.16160609913,102.85
886,12491.853671816802,104.1
887,11533.287141292,96.11
888,9865.209535946893,82.21
889,9093.225258157214,75.78
890,6605.770623951867,55.05
891,4373.00628310603,36.44
892,1830.7720315665317,15.26
893,631.0317277241962,5.26
894,534.5999717087963,4.45
895,778.7913904246678,6.49
896,1734.2161403407335,14.45
897,716.524247619593,5.97
898,0.0,0.0
899,0.0,0.0
900,0.0,0.0
901,0.0,0.0
902,3.4331148842958683,0.03
903,56.128247043844034,0.47
904,362.8230679121293,3.02
905,1028.9575957534335,8.57
906,1971.4822686821128,16.43
907,3352.652402511951,27.94
908,4786.487476453535,39.89
909,6864.372686670419,57.2
910,10673.443690378781,88.95
911,11601.503780676494,96.68
912,10895.586426196693,90.8
913,11384.3890368517,94.87
914,11821.858649374577,98.52
915,11462.893954429714,95.52
916,11503.87291398084,95.87
917,11480.322265874873,95.67
918,11889.542624025507,99.08
919,12394.356516188162,103.29
920,12504.202275562737,104.2
921,12492.518854665359,104.1
922,12477.660539312268,103.98
923,12447.264124321966,103.73
924,12422.255222974978,103.52
925,12403.97799225797,103.37
926,12348.676732931168,102.91
927,12296.26502782878,102.47
928,12240.962700550746,102.01
929,12201.747894579183,101.68
930,12174.57428412301,101.45
931,12163.759211634824,101.36
932,12159.928872696497,101.33
933,12155.553624476612,101.3
934,12160.353878488748,101.34
935,12183.732622075757,101.53
936,12217.920850055367,101.82
937,8417.704655179527,70.15
938,8569.527106704647,71.41
939,6847.617703047124,57.06
940,2381.254220465504,19.84
941,60.273612861578094,0.5
942,1474.4655346109985,12.29
943,2868.052074174868,23.9
944,7225.242885916595,60.21
945,4298.255491951541,35.82
946,4487.583487958534,37.4
947,9534.90383622731,79.46
948,9100.674561474456,75.84
949,9760.866826573649,81.34
950,9452.54243206625,78.77
951,9595.52177642072,79.96
952,10836.923795685343,90.31
953,10972.401257832995,91.44
954,11810.20892423003,98.42
955,11948.699986818167,99.57
956,11991.635981192583,99.93
957,12524.49659258076,104.37
958,12688.43481000096,105.74
959,12742.391277532288,106.19
960,12286.733520654525,102.39
961,12077.867916058109,100.65
962,11705.177015165915,97.54
963,12005.793852053393,100.05
964,10725.653412142907,89.38
965,9612.012365072276,80.1
966,9374.575326185892,78.12
967,6678.760756139052,55.66
968,5906.825937813705,49.22
969,6239.968696713657,52.0
970,4859.180039047086,40.49
971,2316.3872488470797,19.3
972,1284.423700931705,10.7
973,256.72201683245413,2.14
974,0.0,0.0
975,0.0,0.0
976,0.0,0.0
977,5.39031485014718,0.04
978,120.32668289384443,1.0
979,708.2651180705475,5.9
980,3336.263691917318,27.8
981,7282.8774054155265,60.69
982,9313.846235430512,77.62
983,10830.746665434588,90.26
984,10526.977482206012,87.72
985,10910.938183658922,90.92
986,10804.581542727661,90.04
987,9855.176167065001,82.13
988,9288.468104277394,77.4
989,8067.980304642539,67.23
990,6813.3243686012465,56.78
991,7847.73951557527,65.4
992,8850.946375275664,73.76
993,7790.628294580142,64.92
994,8653.451667858408,72.11
995,9220.113663123979,76.83
996,9802.155343692113,81.68
997,9802.998831037936,81.69
