Location
Wind class
Hub height,80
Cutin speed,3
Cutout speed,23

Hour,Adjust power based on air density (kW),P/Pr based on air density (%)
732,27.841777039193918,0.37
733,0.0,0.0
734,0.0,0.0
735,0.0,0.0
736,0.0,0.0
737,0.0,0.0
738,0.0,0.0
739,0.0,0.0
740,0.0,0.0
741,0.0,0.0
742,0.0,0.0
743,0.0,0.0
744,163.82875543730543,2.18
745,25.76731100952442,0.34
746,0.0,0.0
747,0.0,0.0
748,4253.822633113351,56.72
749,2778.154052928679,37.04
750,4343.55382841213,57.91
751,2552.6390791790914,34.04
752,2712.7918252679237,36.17
753,45.73549494035073,0.61
754,0.0,0.0
755,0.0,0.0
756,0.0,0.0
757,0.0,0.0
758,0.0,0.0
759,423.99527991210067,5.65
760,0.0,0.0
761,0.0,0.0
762,0.0,0.0
763,0.0,0.0
764,0.0,0.0
765,0.0,0.0
766,0.0,0.0
767,0.0,0.0
768,16.45492789613137,0.22
769,24.128264970127937,0.32
770,0.0,0.0
771,0.0,0.0
772,0.0,0.0
773,0.0,0.0
774,2.323272105574089,0.03
775,6.966411598154976,0.09
776,240.93396572754622,3.21
777,626.7748881133937,8.36
778,1915.1125829006298,25.53
779,1624.3313348738266,21.66
780,769.8759017119826,10.27
781,309.73271159702966,4.13
782,0.0,0.0
783,0.0,0.0
784,0.0,0.0
785,0.0,0.0
786,0.0,0.0
787,0.0,0.0
788,0.0,0.0
789,0.0,0.0
790,0.0,0.0
791,22.421464107928344,0.3
792,30.792411749451944,0.41
793,91.49682579332831,1.22
794,18.259169831556587,0.24
795,6.858424739473769,0.09
796,33.05518751569774,0.44
797,4809.243762031755,64.12
798,837.9178283296699,11.17
799,4257.607245849601,56.77
800,828.3937529591162,11.05
801,1053.4196893978335,14.05
802,1240.9385811009483,16.55
803,1619.2231817639176,21.59
804,645.7432799981174,8.61
805,238.98563100139796,3.19
806,0.0,0.0
807,0.0,0.0
808,0.0,0.0
809,0.0,0.0
810,26.722423091175482,0.36
811,0.0,0.0
812,0.0,0.0
813,27.983444485245723,0.37
814,180.87732809661304,2.41
815,317.15364253650984,4.23
816,531.2002720606306,7.08
817,474.27601553190283,6.32
818,394.2225315961228,5.26
819,1447.1210374438597,19.29
820,3213.9072917283534,42.85
821,759.3007501012936,10.12
822,0.0,0.0
823,0.0,0.0
824,30.8688193245164,0.41
825,1.936104877279049,0.03
826,28.31163135086185,0.38
827,0.0,0.0
828,0.0,0.0
829,0.0,0.0
830,0.0,0.0
831,0.0,0.0
832,0.0,0.0
833,0.0,0.0
834,0.0,0.0
835,0.0,0.0
836,0.0,0.0
837,0.0,0.0
838,0.0,0.0
839,254.982527643979,3.4
840,278.51381783261064,3.71
841,225.09286236829874,3.0
842,33.35762074475658,0.44
843,28.06619729966821,0.37
844,0.0,0.0
845,3.058789638985812,0.04
846,0.0,0.0
847,394.4350411854399,5.26
848,822.1390563808236,10.96
849,3412.5572369590636,45.5
850,0.7742554669196372,0.01
851,0.0,0.0
852,0.0,0.0
853,0.0,0.0
854,24.508700778744213,0.33
855,667.6168259051146,8.9
856,381.4047729517086,5.09
857,25.511931854452154,0.34
858,0.0,0.0
859,0.0,0.0
860,0.0,0.0
861,0.0,0.0
862,0.0,0.0
863,0.0,0.0
864,0.0,0.0
865,7.565124294571336,0.1
866,6.432754684686325,0.09
867,0.0,0.0
868,0.0,0.0
869,0.0,0.0
870,0.0,0.0
871,0.0,0.0
872,35.29167576285367,0.47
873,476.65657169640565,6.36
874,1053.858497212657,14.05
875,1982.286842798674,26.43
876,1780.4211646193098,23.74
877,2628.100681408871,35.04
878,2173.0150999177094,28.97
879,524.7067875535013,7.0
880,66.40026115185708,0.89
881,9.287537543007272,0.12
882,0.0,0.0
883,0.0,0.0
