Location
Wind class
Hub height,80
Cutin speed,3
Cutout speed,23

Hour,Adjust power based on air density (kW),P/Pr based on air density (%)
170,309.1251991667918,6.18
171,1328.934556370532,26.58
172,1849.3048210161503,36.99
173,677.6451939737412,13.55
174,291.7251916360516,5.83
175,794.8019674566824,15.9
176,1705.7001903264845,34.11
177,3981.5567483690634,79.63
178,4611.50438673002,92.23
179,3740.6976460291476,74.81
180,4044.4420014513353,80.89
181,3667.7165026559155,73.35
182,1867.0720158349982,37.34
183,46.74859038985612,0.93
184,49.029694149067474,0.98
185,903.3560396298952,18.07
186,704.145726733605,14.08
187,634.852167901062,12.7
188,760.9533412202803,15.22
189,1115.5875277037703,22.31
190,791.4970895154836,15.83
191,648.9283849967159,12.98
192,21.88620368364933,0.44
193,0.0,0.0
194,0.0,0.0
195,0.0,0.0
196,0.0,0.0
197,2.7291590626125717,0.05
198,17.75970803369157,0.36
199,73.19305863868104,1.46
200,140.84163208678004,2.82
201,289.4952581015822,5.79
202,597.229971418518,11.94
203,836.8950972470349,16.74
204,1042.6605103080774,20.85
205,1270.283962626893,25.41
206,1028.3053872824682,20.57
207,666.0329561811336,13.32
208,217.42006803115927,4.35
209,292.28901148760036,5.85
210,807.3214658917801,16.15
211,4424.6331299415,88.49
212,4902.131151025468,98.04
213,4930.6169068504605,98.61
214,4952.834186014117,99.06
215,4957.624640193697,99.15
216,4992.308749498894,99.85
217,5017.067783196338,100.34
218,5027.367998173843,100.55
219,5034.685622359049,100.69
220,5046.758284301953,100.94
221,5057.52576646212,101.15
222,5069.325517488214,101.39
223,5083.546526673575,101.67
224,5097.857698282222,101.96
225,5108.332707357263,102.17
226,5093.266400851802,101.87
227,5124.465685098898,102.49
228,4978.560030985682,99.57
229,5137.866000527527,102.76
230,5038.680455150849,100.77
231,4097.836846463756,81.96
232,2392.353063801152,47.85
233,1541.2261862609744,30.82
234,1313.7748030893674,26.28
235,1253.621534124361,25.07
236,573.6855084255593,11.47
237,1387.2110002263141,27.74
238,1817.7908448860237,36.36
239,876.5409274638811,17.53
240,840.3292424029427,16.81
241,439.37386080044104,8.79
242,0.0,0.0
243,21.28185124718311,0.43
244,0.0,0.0
245,203.48487749542144,4.07
246,2427.4242859482997,48.55
247,3763.153962888977,75.26
248,4631.194430117123,92.62
249,4449.589823202017,88.99
250,4241.908160125281,84.84
251,4861.533741415576,97.23
252,4852.39391078229,97.05
253,4615.957829940195,92.32
254,4060.181010285449,81.2
255,3320.4176169476186,66.41
256,2773.378770561516,55.47
257,3181.046154390051,63.62
258,3722.7808896001275,74.46
259,4353.0651578483,87.06
260,4096.3939751367525,81.93
261,3802.9992186441164,76.06
262,3641.4134892267793,72.83
263,3113.09339597135,62.26
264,2179.7344686165293,43.59
265,2041.9786374416356,40.84
266,1690.8662994826457,33.82
267,1000.0261181925007,20.0
268,1107.621602059087,22.15
269,1228.4698437965897,24.57
270,900.7694240354623,18.02
271,642.576284875895,12.85
272,454.9481665882692,9.1
273,520.2323358509772,10.4
274,253.61538573211362,5.07
275,241.44225680727314,4.83
276,347.8818617191502,6.96
277,522.5565857949065,10.45
278,457.3704154980668,9.15
279,456.82969379587183,9.14
280,167.35488646219554,3.35
281,138.78203832448293,2.78
282,222.46076332136187,4.45
283,459.8084660839157,9.2
284,615.8886172709609,12.32
285,683.1760551262984,13.66
286,135.84861214349013,2.72
287,15.331842594307487,0.31
288,9.007924375177575,0.18
289,24.4084066098463,0.49
290,11.142210840950574,0.22
291,21.220373123620078,0.42
292,1.3267018423070747,0.03
293,23.59861378543632,0.47
294,386.0598809977296,7.72
295,1047.7790253423977,20.96
296,1958.8072480034452,39.18
297,2407.014344415414,48.14
298,2650.685386666947,53.01
299,3149.267926407039,62.99
300,3970.9621796523134,79.42
301,3201.845238745256,64.04
302,1924.539421211881,38.49
303,1691.5099708902733,33.83
304,1316.7812330819215,26.34
305,1315.067231691501,26.3
306,1340.9538537181568,26.82
307,1323.1635484282933,26.46
308,1438.3911191095096,28.77
309,1170.3512733214939,23.41
310,874.9608899453132,17.5
311,763.0140811447066,15.26
312,567.800135763012,11.36
313,918.6461638790896,18.37
314,611.7681356137316,12.24
315,556.552950720805,11.13
316,673.146766230725,13.46
317,933.9682788929009,18.68
318,1693.8277691129879,33.88
319,1959.3541320101879,39.19
320,1898.8751985708077,37.98
321,3805.2993637990544,76.11
322,4681.78816995365,93.64
323,4116.701173259843,82.33
324,4786.679050079513,95.73
325,4983.719590408425,99.67
326,4964.069212066097,99.28
327,4926.645280268668,98.53
328,5020.650916850513,100.41
329,5008.083974710465,100.16
330,5034.892666819251,100.7
331,4988.649130767271,99.77
332,5001.535210294339,100.03
333,5053.019192292154,101.06
334,4586.568709333456,91.73
335,2638.8693343351288,52.78
336,1953.4522407115862,39.07
337,1633.559178387169,32.67
338,1298.6656227757926,25.97
339,1277.3224258434486,25.55
340,1040.9130232531381,20.82
341,1783.5201829867965,35.67
342,1613.9909002887975,32.28
343,1429.029850870014,28.58
344,597.6613980822676,11.95
345,245.7244460600543,4.91
346,463.12949878224623,9.26
347,197.1867185975456,3.94
348,116.30474264681803,2.33
349,18.67490846145442,0.37
350,16.414056382590356,0.33
351,23.852250055497407,0.48
352,93.535513138212,1.87
353,217.62557129809306,4.35
354,354.96705509275586,7.1
355,476.41113769803263,9.53
356,497.57051978559144,9.95
357,611.8703745124649,12.24
358,1042.3775317004583,20.85
359,503.4590485217599,10.07
360,389.7192481312203,7.79
361,205.6768198357679,4.11
362,78.8223079013508,1.58
363,0.0,0.0
364,0.0,0.0
365,0.0,0.0
366,0.0,0.0
367,0.0,0.0
368,17.078781644192002,0.34
369,233.74440587805233,4.67
370,1340.151458306814,26.8
371,1437.207805017508,28.74
372,1155.8120308105865,23.12
373,1030.4214672263483,20.61
374,662.5183943796726,13.25
375,439.80221802831255,8.8
376,280.5457720731119,5.61
377,240.82633415588563,4.82
378,216.31432319042858,4.33
379,110.77248148709829,2.22
380,26.01642483610214,0.52
381,98.65709649814403,1.97
382,53.228090316467956,1.06
383,84.15879082100447,1.68
384,580.7562945516846,11.62
385,592.2248962807091,11.84
386,1223.0786063164653,24.46
387,2311.9346728869205,46.24
388,3121.2573603134106,62.43
389,3905.387808912193,78.11
390,4717.123822537569,94.34
391,4971.369727265272,99.43
392,4875.79866079188,97.52
393,4622.221015944587,92.44
394,4855.692351181482,97.11
395,4475.67024446836,89.51
396,4486.093333518243,89.72
397,5023.757673007325,100.48
398,3499.417053565939,69.99
399,4984.269305442655,99.69
400,4892.336739100894,97.85
401,3207.4926598299244,64.15
402,4791.3926866029815,95.83
403,4763.0150612658,95.26
404,3531.707634817182,70.63
405,1065.6838234257941,21.31
406,1225.2148119696649,24.5
407,1687.9697089744056,33.76
408,2788.233970684518,55.76
409,1696.3643975457985,33.93
410,1885.0502240744756,37.7
411,959.8017270035966,19.2
412,1497.2854333425792,29.95
413,1717.5798637965884,34.35
414,892.0858309103643,17.84
415,961.8970046844696,19.24
416,896.0814811973337,17.92
417,903.6650296408924,18.07
418,575.3308778035214,11.51
419,1139.742163488118,22.79
420,851.0747694670227,17.02
421,252.91777188856986,5.06
422,378.82167605155155,7.58
423,1370.8072851718912,27.42
424,1658.9584974546242,33.18
425,1525.9404613995855,30.52
426,1458.0995744341187,29.16
427,1358.3307175270006,27.17
428,854.9619491034092,17.1
429,428.4012236247735,8.57
430,962.3325945374688,19.25
431,1047.588643273165,20.95
432,569.8195598831848,11.4
433,397.36967676683423,7.95
434,323.2338830383871,6.46
435,586.6515048222577,11.73
436,702.4014217358803,14.05
437,1232.0747632756113,24.64
438,1279.1153488007192,25.58
439,515.7016204029012,10.31
440,530.3200572924956,10.61
441,1390.9807766206106,27.82
442,2589.58462479477,51.79
443,1840.6699781256825,36.81
444,2754.7394177207684,55.09
445,3373.1659298134227,67.46
446,2840.0199080119464,56.8
447,1523.5189183777113,30.47
448,2332.5311813001613,46.65
449,1049.7948833846913,21.0
450,697.5487803808285,13.95
451,1350.36185696598,27.01
452,1791.568279834799,35.83
453,556.9705635542311,11.14
454,2054.71066656613,41.09
455,1807.2229718268154,36.14
456,4209.948636873463,84.2
457,979.2575240998258,19.59
458,3341.397934297463,66.83
459,3365.28973830879,67.31
460,4177.215993928933,83.54
461,4119.907310319448,82.4
462,4393.82995406234,87.88
463,4283.894997236278,85.68
464,1657.984362110404,33.16
465,3362.9540795427383,67.26
466,4905.706767266149,98.11
467,4914.601521411512,98.29
468,4927.129754525255,98.54
469,4941.511594973557,98.83
470,4962.163187490316,99.24
471,4989.245958417495,99.78
472,5003.993797536196,100.08
473,5023.55564477781,100.47
474,5036.25756420978,100.73
475,5064.531676852213,101.29
476,5087.654026476764,101.75
477,5067.662114529706,101.35
478,5133.910702765142,102.68
479,5148.502952521409,102.97
480,5168.9954431828,103.38
481,5187.973337625855,103.76
482,5203.745539637722,104.07
483,5221.043250624502,104.42
484,3977.200809300088,79.54
485,2415.219890817681,48.3
486,4229.842617015434,84.6
487,3633.018496170115,72.66
488,2292.412664231763,45.85
489,1488.8466935551717,29.78
490,1497.544965924666,29.95
491,1192.384071019058,23.85
492,208.9783415517852,4.18
493,10.799633031092492,0.22
494,0.0,0.0
495,0.0,0.0
496,21.870595386800375,0.44
497,16.465452844775317,0.33
498,306.7490683363028,6.13
499,7.503131346165723,0.15
500,0.0,0.0
501,0.0,0.0
502,0.0,0.0
503,0.27806291486102963,0.01
504,5.003747891911534,0.1
505,18.59946681528955,0.37
506,289.5588124472127,5.79
507,547.3221304649516,10.95
508,3230.8792372258376,64.62
509,3632.5629969835713,72.65
510,3233.586290396871,64.67
511,13.782373633718931,0.28
512,43.14984255715798,0.86
513,618.8085614233679,12.38
514,1415.0697517055294,28.3
515,3930.991903607,78.62
516,3996.13111389968,79.92
517,5190.247617692871,103.8
518,5189.253895977967,103.79
519,5146.191182661003,102.92
520,5173.348762763127,103.47
521,5105.777136246247,102.12
522,5252.796844332343,105.06
523,5266.780349054241,105.34
524,5269.433128480804,105.39
525,5164.436580072805,103.29
526,4677.994782949798,93.56
527,5311.459263581639,106.23
528,5323.081003833714,106.46
529,4741.837002541837,94.84
530,4248.720434666348,84.97
531,4548.00996911225,90.96
532,2118.7710674163313,42.38
533,2225.359710028695,44.51
534,1112.6917140247294,22.25
535,1567.6179817450206,31.35
536,1364.6135423526873,27.29
537,1728.4334161644358,34.57
538,2350.745138417132,47.01
539,1941.5997179716094,38.83
540,1976.7838910206353,39.54
541,1168.6655349231635,23.37
542,1292.3018611163186,25.85
543,1530.1106383114768,30.6
544,2237.3488607727877,44.75
545,3129.4491627209013,62.59
546,4620.913109310182,92.42
547,3709.539491863716,74.19
548,3412.030994074739,68.24
549,2967.6871908110375,59.35
550,3352.5789205686756,67.05
551,2408.246163992963,48.16
552,1547.2640170348188,30.95
553,701.2520120242852,14.03
554,701.234353849157,14.02
555,488.9928452373883,9.78
556,651.5790086003052,13.03
557,1036.6459360180845,20.73
558,1869.9814820492395,37.4
559,1755.2956699469175,35.11
560,391.33663059190275,7.83
561,784.1701976140923,15.68
562,1261.7758678163677,25.24
563,1077.1765842460043,21.54
564,1287.2043026301435,25.74
565,1119.4879640991423,22.39
566,1808.5845216459145,36.17
567,2678.877257736939,53.58
568,4859.022503806781,97.18
569,4571.60435381103,91.43
570,5315.627373013598,106.31
571,5361.772553123091,107.24
572,5343.221883487909,106.86
573,5325.413667482065,106.51
574,5173.136133406193,103.46
575,5311.510106426297,106.23
576,5298.2889552453225,105.97
577,5408.384716303533,108.17
578,5430.30880011477,108.61
579,5448.585443739839,108.97
580,5464.397655570413,109.29
581,5377.2894921795805,107.55
582,5271.628774210533,105.43
583,4475.830715908649,89.52
584,3452.590770757521,69.05
585,2452.478313957581,49.05
586,730.0840141929369,14.6
587,367.81434321254034,7.36
588,375.80198645097556,7.52
589,19.170171213209294,0.38
590,18.78712488178055,0.38
591,0.0,0.0
592,0.0,0.0
593,5.766492005008866,0.12
594,11.478422666150493,0.23
595,6.006079449586223,0.12
596,0.0,0.0
597,13.967033760333432,0.28
598,7.682358826478614,0.15
599,0.0,0.0
600,0.0,0.0
601,0.0,0.0
602,0.0,0.0
603,0.0,0.0
604,0.0,0.0
605,18.763994487880268,0.38
606,173.74261366521824,3.47
607,269.14555671332084,5.38
608,591.4110759466593,11.83
609,1008.3954467799997,20.17
610,1161.2213242221922,23.22
611,1473.484644498296,29.47
612,1509.2198909631425,30.18
613,958.501887173831,19.17
614,456.4866277050797,9.13
615,814.571526090761,16.29
616,1525.7099372637076,30.51
617,1946.7695065740652,38.94
618,2685.1485148794095,53.7
619,3497.6439840771245,69.95
620,3569.8425236487783,71.4
621,4689.032004067153,93.78
622,4165.155481924152,83.3
623,2369.454774827002,47.39
624,2484.149086903998,49.68
625,1569.110800858783,31.38
626,983.3210625140024,19.67
627,649.1845986914111,12.98
628,536.2076317202441,10.72
629,352.493682429661,7.05
630,701.8971669486971,14.04
631,991.3916665199234,19.83
632,826.6909593296645,16.53
633,964.8895777845458,19.3
634,2473.301309036135,49.47
635,2163.70762784204,43.27
636,2053.139372473756,41.06
637,1929.7720778195794,38.6
638,1800.8067470021551,36.02
639,1703.5544132286318,34.07
640,1515.8128789840137,30.32
641,1263.3028291449177,25.27
642,1063.2842672194683,21.27
643,1036.1036498464207,20.72
644,877.0229956348722,17.54
645,1134.5471613202112,22.69
646,1598.1000814076187,31.96
647,1214.6047433137958,24.29
648,91.39196691949235,1.83
649,211.69414873362052,4.23
650,18.200022793638382,0.36
651,0.0,0.0
652,0.0,0.0
653,0.0,0.0
654,5.9381082289960725,0.12
655,20.875823204514234,0.42
656,115.05008383234133,2.3
657,593.0707563439786,11.86
658,1356.8899838833806,27.14
659,1952.1808552191005,39.04
660,2335.475881559759,46.71
661,2816.962978252124,56.34
662,2382.752686211036,47.66
663,2780.6356078442413,55.61
664,2851.890182391788,57.04
665,2236.676895720041,44.73
666,2061.131083558929,41.22
667,2162.5489405784374,43.25
668,2488.912150135789,49.78
669,2340.346268905064,46.81
670,1840.2960835035626,36.81
671,1075.5041480576197,21.51
672,618.4907657342432,12.37
673,307.71371243273757,6.15
674,89.21555871512955,1.78
675,12.991853077976392,0.26
676,0.0,0.0
677,0.0,0.0
678,0.0,0.0
679,0.0,0.0
680,0.0,0.0
681,0.0,0.0
682,0.0,0.0
683,0.0,0.0
684,0.0,0.0
685,19.65806357325067,0.39
686,68.16242678735999,1.36
687,87.46706141667325,1.75
688,383.59385898172525,7.67
689,973.7600698380387,19.48
690,1530.0813922581428,30.6
691,2498.612115289547,49.97
692,3648.4387489993724,72.97
693,4624.069113998222,92.48
694,4221.392769220576,84.43
695,3372.1809937538064,67.44
696,2528.156292681322,50.56
697,2061.453361857438,41.23
698,1997.939222195346,39.96
699,2241.1299431196344,44.82
700,2168.3454032185696,43.37
701,1824.5252528213907,36.49
702,1456.8325859275187,29.14
703,2473.6516704031505,49.47
704,2901.799618393332,58.04
705,2317.9983215736397,46.36
706,2643.6177397216934,52.87
707,2979.4615143215506,59.59
708,2460.543145985036,49.21
709,1721.8640681904044,34.44
710,1828.1543208948233,36.56
711,1152.0506334898407,23.04
712,1413.9405006909167,28.28
713,3594.6494512384643,71.89
714,4565.101722071151,91.3
715,1358.581075413548,27.17
716,4697.092210736679,93.94
717,4643.540235737353,92.87
718,1638.4903413898887,32.77
719,2657.8065917072377,53.16
720,4235.442667262572,84.71
721,2871.5183345349246,57.43
722,916.6327778715983,18.33
723,4003.0450830247573,80.06
724,1132.6304014705174,22.65
725,4703.46357130813,94.07
726,4716.054082846273,94.32
727,2790.0083152571947,55.8
728,3822.7383868940797,76.45
729,4318.434507266393,86.37
730,4784.712753925809,95.69
731,4820.992489169908,96.42
732,4862.50466364586,97.25
733,4897.578736695672,97.95
734,4906.957617643767,98.14
735,4924.0834791622865,98.48
736,4939.617703726128,98.79
737,4961.505550135193,99.23
738,4988.194951607273,99.76
739,4992.870101039376,99.86
740,5019.010641756582,100.38
741,4998.638104858118,99.97
742,4990.70962516189,99.81
743,5057.452538969469,101.15
744,5068.340568561272,101.37
745,5079.7242431211735,101.59
746,5091.804938925992,101.84
747,5096.782789139557,101.94
748,5097.3217320167005,101.95
749,5098.6336941029695,101.97
750,5103.526299645908,102.07
751,4874.733731414175,97.49
752,4785.814517473009,95.72
753,4154.56976883883,83.09
754,4791.09742725918,95.82
755,4569.821435260125,91.4
756,4230.8737892672,84.62
757,4159.296133961417,83.19
758,4368.040268136595,87.36
759,4953.982594454428,99.08
760,5156.012095130849,103.12
761,5162.400472496488,103.25
762,5168.010237919768,103.36
763,5173.81879330708,103.48
764,5185.2616643362735,103.71
765,4237.604866080454,84.75
766,4900.069472827481,98.0
767,5213.390146716263,104.27
768,5212.357998074231,104.25
769,5059.17504870795,101.18
770,5222.792428581821,104.46
771,5034.819167387579,100.7
772,4546.441938990064,90.93
773,3138.8751489919778,62.78
774,2106.5743094037134,42.13
775,600.456670536247,12.01
776,3288.96156458977,65.78
777,2456.817047349884,49.14
778,1211.6970657262752,24.23
779,2115.3516093840135,42.31
780,2029.527129035721,40.59
781,1308.9517999544184,26.18
782,831.0559467732027,16.62
783,1239.7889106154287,24.8
784,1569.8387904538456,31.4
785,1828.3710001560144,36.57
786,2006.9137698488,40.14
787,1814.8470391627636,36.3
788,1264.04773119725,25.28
789,555.5450037159284,11.11
790,74.86251722439161,1.5
791,5.877853732117847,0.12
792,5.033857628012552,0.1
793,13.698984917975224,0.27
794,27.11325211993061,0.54
795,13.135113169777792,0.26
796,0.0,0.0
797,0.0,0.0
798,10.336292762729594,0.21
799,19.546979217404402,0.39
800,229.9287928491704,4.6
801,372.19946893076127,7.44
802,470.2325550112709,9.4
803,606.6122065704844,12.13
804,1132.7746351588307,22.66
805,649.4572097844991,12.99
806,690.0932290236303,13.8
807,361.6738833679817,7.23
808,144.9037382763802,2.9
809,27.054023984864852,0.54
810,14.86764871034278,0.3
811,18.147285328697965,0.36
812,6.047918210970194,0.12
813,0.0,0.0
814,8.255679938855943,0.17
815,0.0,0.0
816,0.0,0.0
817,0.0,0.0
818,202.7070751950892,4.05
819,644.7597183934063,12.9
820,2024.696795098668,40.49
821,4196.732506196812,83.93
822,2854.5234142484514,57.09
823,4830.823196304911,96.62
824,4405.973421544861,88.12
825,2851.733679372289,57.03
826,2707.7123115205372,54.15
827,3345.570967318401,66.91
828,4100.585230156281,82.01
829,4976.817100790233,99.54
830,4987.275827469542,99.75
831,5099.180929530595,101.98
832,5144.6407162754695,102.89
833,5166.581317897354,103.33
834,5167.51652941617,103.35
835,4984.559799489508,99.69
836,4896.315993064945,97.93
837,4071.3783122567083,81.43
838,3327.597860236963,66.55
839,4590.784253256211,91.82
840,3584.1591358504306,71.68
841,2978.944667332582,59.58
842,2773.383501071816,55.47
843,1961.6906261675292,39.23
844,688.2311184880788,13.76
845,396.8125611720511,7.94
846,371.49487016449837,7.43
847,82.98274667349118,1.66
848,19.174523194662914,0.38
849,0.0,0.0
850,0.0,0.0
851,0.0,0.0
852,0.0,0.0
853,0.0,0.0
854,0.0,0.0
855,0.0,0.0
856,0.0,0.0
857,0.0,0.0
858,0.0,0.0
859,0.0,0.0
860,3.8720462718841233,0.08
861,152.00336581437176,3.04
862,1565.9433588363875,31.32
863,1551.8420023105,31.04
864,1866.02972437027,37.32
865,1639.4038214778404,32.79
866,1318.7139206096494,26.37
867,377.55212585833226,7.55
868,130.13456719201483,2.6
869,3.040129998666077,0.06
870,0.0,0.0
871,401.78820024133813,8.04
872,2779.437240316035,55.59
873,4930.157378481487,98.6
874,4993.480022420353,99.87
875,5008.716971518183,100.17
876,4208.079721482536,84.16
877,3422.905022806703,68.46
878,4067.2437246028803,81.34
879,5040.125290661883,100.8
880,5130.354395523019,102.61
881,5138.341477982796,102.77
882,5149.691456708973,102.99
883,5077.890228441411,101.56
884,5089.261528092141,101.79
885,5142.567335874636,102.85
886,5204.939029923667,104.1
887,4805.536308871668,96.11
888,4110.503973311206,82.21
889,3788.843857565505,75.78
890,2752.4044266466112,55.05
891,1822.0859512941795,36.44
892,762.8216798193882,15.26
893,262.92988655174844,5.26
894,222.74998821199844,4.45
895,324.4964126769449,6.49
896,722.5900584753057,14.45
897,298.5517698414971,5.97
898,0.0,0.0
899,0.0,0.0
900,0.0,0.0
901,0.0,0.0
902,1.4304645351232783,0.03
903,23.38676960160168,0.47
904,151.17627829672054,3.02
905,428.7323315639307,8.57
906,821.4509452842137,16.43
907,1396.9385010466463,27.94
908,1994.3697818556395,39.89
909,2860.155286112675,57.2
910,4447.268204324492,88.95
911,4833.959908615206,96.68
912,4539.827677581955,90.8
913,4743.495432021542,94.87
914,4925.774437239407,98.52
915,4776.205814345713,95.52
916,4793.280380825351,95.87
917,4783.467610781198,95.67
918,4953.976093343962,99.08
919,5164.315215078402,103.29
920,5210.084281484474,104.2
921,5205.2161894439,104.1
922,5199.025224713445,103.98
923,5186.360051800819,103.73
924,5175.9396762395745,103.52
925,5168.3241634408205,103.37
926,5145.281972054654,102.91
927,5123.443761595325,102.47
928,5100.401125229477,102.01
929,5084.061622741327,101.68
930,5072.739285051254,101.45
931,5068.2330048478425,101.36
932,5066.637030290207,101.33
933,5064.814010198588,101.3
934,5066.814116036978,101.34
935,5076.555259198232,101.53
936,5090.800354189736,101.82
937,3507.3769396581365,70.15
938,3570.6362944602693,71.41
939,2853.174042936302,57.06
940,992.1892585272934,19.84
941,25.11400535899087,0.5
942,614.3606394212495,12.29
943,1195.0216975728613,23.9
944,3010.5178691319147,60.21
945,1790.9397883131423,35.82
946,1869.8264533160554,37.4
947,3972.8765984280462,79.46
948,3791.9477339476903,75.84
949,4067.027844405687,81.34
950,3938.5593466942705,78.77
951,3998.1340735086333,79.96
952,4515.384914868894,90.31
953,4571.833857430414,91.44
954,4920.920385095846,98.42
955,4978.62499450757,99.57
956,4996.514992163576,99.93
957,5218.540246908649,104.37
958,5286.8478375004,105.74
959,5309.3296989717865,106.19
960,5119.472300272719,102.39
961,5032.444965024212,100.65
962,4877.1570896524645,97.54
963,5002.414105022247,100.05
964,4469.0222550595445,89.38
965,4005.0051521134487,80.1
966,3906.0730525774543,78.12
967,2782.816981724605,55.66
968,2461.177474089044,49.22
969,2599.9869569640236,52.0
970,2024.6583496029525,40.49
971,965.1613536862833,19.3
972,535.1765420548771,10.7
973,106.96750701352255,2.14
974,0.0,0.0
975,0.0,0.0
976,0.0,0.0
977,2.2459645208946584,0.04
978,50.136117872435186,1.0
979,295.1104658627282,5.9
980,1390.1098716322156,27.8
981,3034.5322522564693,60.69
982,3880.769264762713,77.62
983,4512.811110597745,90.26
984,4386.240617585839,87.72
985,4546.224243191217,90.92
986,4501.908976136526,90.04
987,4106.323402943751,82.13
988,3870.1950434489145,77.4
989,3361.658460267724,67.23
990,2838.885153583853,56.78
